Object Name,RA(deg),DEC(deg),Velocity,Redshift,Distance,Best Mag,Abs Mag,Photometry/Distance Note,General Note,StarSub Spectrum Name,NED Name,AGC#,Source,RA_SDSS,Dec_SDSS,z_SDSS,plate,fiberID,URL,SDSS Raw Spectrum,specObjID,Nucl/extra,RA_HI,DEC_HI,RA_AA oc,DEC_AA oc,AA_cz,Name,HI position,OC position,HI FWHM,HI Flux,S/N,rms,AA Dist,HI Mass,Observed?,4M,MDM,Lick,Palomar,HET,Note,Spectrum Quality,EXP Time,,,,,,,,,,,
114201.25+134155.4,175.5052326,13.69873848,4259,0.014206611,65.4723,16.772207,-17.30808099,-,,,,215140,ALFALFA,,,,,,,,,,175.5045833,13.69944444,175.505,13.69861111,4259,,114201.1+134158,114201.2+134155,169(  8),0.93(0.06),8.1,1.96,63.2,8.94,Lick2008 N3 127,,,Lick2008 N3 127,,,pilot,,,,,,,,,,,,,
135203.37+073715.1,208.01405,7.62087,3897,0.013,61.9709,16.653511,-17.30742802,-,,t508293726255185920_ssub.fits,SDSS J135203.37+073715.1,,SDSS,208.01405,7.6208672,0.013060100376606,1805,460,http://das.sdss.org/spectro/1d_26/1805/1d/spSpec-53875-1805-460.fit,508293726255185920.fit,508293726255185920,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145138.27+090340.3,222.90949,9.0612108,4071.807682,0.0135822,64.371,16.737932,-17.30551928,-,,t482397820679094272_ssub.fits,,,SDSS,222.90949,9.0612108,0.0135821998119354,1713,88,http://das.sdss.org/spectro/1d_26/1713/1d/spSpec-53827-1713-088.fit,482397820679094272.fit,482397820679094272,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
080054.85+132348.4,120.22858,13.39678,4377,0.014599,62.4113,16.680443,-17.29587314,-,,t637771352568233984_ssub.fits,SDSS J080054.86+132348.4,188742,SDSS,120.22858,13.396769,0.0146182999014854,2265,535,http://das.sdss.org/spectro/1d_26/2265/1d/spSpec-53674-2265-535.fit,637771352568233984.fit,637771352568233984,n,120.2370833,13.38277778,120.2279167,13.39638889,4105,,080056.9+132258,080054.7+132347,410( 83),2.01(0.14),7.4,2.95,60.9,9.24,,,,,,,,,,,,,,,,,,,,
154625.56+042539.5,236.6065,4.42764,3289,0.010971,52.8281,16.321144,-17.29318096,-,,t830585511100809216_ssub.fits,UGC 10027,10027,SDSS,236.6068,4.4274298,0.0109582003206015,2950,163,http://das.sdss.org/spectro/1d_26/2950/1d/spSpec-54559-2950-163.fit,830585511100809216.fit,830585511100809216,n,236.6058333,4.435277778,236.6066667,4.426944444,3300,,154625.4+042607,154625.6+042537,182(  3),4.10(0.08),27,2.51,49.9,9.38,,,,,,,,,,,,,,,,,,,,
112814.61+112339.7,172.06089,11.39438,4884,0.01629,73.8593,17.049913,-17.29211294,-,,t452276682624073728_ssub.fits,IC 2851,213311,SDSS,172.06089,11.394384,0.0163065996021032,1606,128,http://das.sdss.org/spectro/1d_26/1606/1d/spSpec-53055-1606-128.fit,452276682624073728.fit,452276682624073728,n,172.0541667,11.3925,172.0608333,11.39444444,4884,I2851,112813.0+112333,112814.6+112340,159( 15),1.44(0.09),12,2.14,72.1,9.25,,,,,,,pilot,,,,,,,,,,,,,
113331.46+120814.3,173.38112,12.13732,3313,0.01105,52.0983,16.298321,-17.28579676,-,,t452276682221420544_ssub.fits,IC 2929,213152,SDSS,173.38112,12.137324,0.0111167002469301,1606,32,http://das.sdss.org/spectro/1d_26/1606/1d/spSpec-53055-1606-032.fit,452276682221420544.fit,452276682221420544,n,173.3808333,12.1325,173.38125,12.13722222,3198,,113331.4+120757,113331.5+120814,159( 37),1.00(0.08),7.2,2.46,48.2,8.74,,,,,,,pilot,,,,,,,,,,,,,
084235.09+103506.3,130.64621,10.58511,2044,0.006818,32.2635,15.258012,-17.28554539,-,,t724467307375493120_ssub.fits,UGC 04540,4540,SDSS,130.64563,10.584843,0.00706398021429777,2573,494,http://das.sdss.org/spectro/1d_26/2573/1d/spSpec-54061-2573-494.fit,724467307375493120.fit,724467307375493120,n,130.6475,10.58833333,130.6454167,10.58444444,2047,060-034,084235.4+103518,084234.9+103504,139(  6),8.50(0.07),71.7,2.24,31.8,9.31,,,,,,,,,,,,,,,,,,,,
155721.61+154938.4,239.34008,15.827341,4866.431034,0.0162328,74.9123,17.088715,-17.28405066,-,,t709832657445322752_ssub.fits,,,SDSS,239.34008,15.827341,0.0162327997386456,2521,532,http://das.sdss.org/spectro/1d_26/2521/1d/spSpec-54538-2521-532.fit,709832657445322752.fit,709832657445322752,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
091518.98+103901.1,138.82912,10.65032,5260,0.017544,76.109,17.129957,-17.27722308,-,,t489712835127934976_ssub.fits,SDSS J091518.98+103901.1,191932,SDSS,138.82912,10.650325,0.0175304003059864,1739,623,http://das.sdss.org/spectro/1d_26/1739/1d/spSpec-53050-1739-623.fit,489712835127934976.fit,489712835127934976,n,138.8241667,10.65944444,138.8291667,10.65027778,5176,,091517.8+103934,091519.0+103901,234( 12),1.06(0.08),7,2.21,76.4,9.16,,,,,,,,,,,,,,,,,,,,
141522.21+141501.2,213.84258,14.25036,5249,0.017509,80.6694,17.264154,-17.269390,-,,,LSBC F650-V01,241266,SDSS,213.84259,14.25039,0.0175644997507334,1706,538,http://das.sdss.org/spectro/1d_26/1706/1d/spSpec-53442-1706-538.fit,480425844167147520.fit,480425844167147520,e,213.8429167,14.24972222,213.8425,14.24972222,5249,F650-V01,141522.3+141459,141522.2+141459,32(  3),2.08(0.05),36.4,2.19,77.4,9.47,"4M2010 N3 61, 62","4M2010 N3 61, 62",,,,,,,,,,,,,,,,,,
142744.07+132630.6,216.93364,13.441846,5288.115857,0.0176394,81.2483,17.280788,-17.26828341,-,,t480989056000327680_ssub.fits,,,SDSS,216.93364,13.441846,0.0176394004374743,1708,511,http://das.sdss.org/spectro/1d_26/1708/1d/spSpec-53503-1708-511.fit,480989056000327680.fit,480989056000327680,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140154.87+092243.9,210.47863,9.3788782,4636.672183,0.0154664,72.3501,17.029085,-17.26811068,-,,t508857964925288448_ssub.fits,,,SDSS,210.47863,9.3788782,0.0154664004221559,1807,514,http://das.sdss.org/spectro/1d_26/1807/1d/spSpec-54175-1807-514.fit,508857964925288448.fit,508857964925288448,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
092515.88+113548.8,141.31618,11.59689,3563,0.011885,53.046,16.35556,-17.2677032,-,,t489994309706186752_ssub.fits,2MASX J09251586+1135486,,SDSS,141.31618,11.596885,0.0118605000898242,1740,528,http://das.sdss.org/spectro/1d_26/1740/1d/spSpec-53050-1740-528.fit,489994309706186752.fit,489994309706186752,n,,,,,,,,,,,,,,,,,,,,,,B,,,,,,,,,,,,
131258.35+122840.7,198.24314,12.47798,3340,0.011142,53.4556,16.376135,-17.26383104,-,,t477891280282583040_ssub.fits,2MASX J13125837+1228409,,SDSS,198.24314,12.47798,0.0111434003338218,1697,394,http://das.sdss.org/spectro/1d_26/1697/1d/spSpec-53142-1697-394.fit,477891280282583040.fit,477891280282583040,n,,,,,,,,,,,,,,,,,,,,,pilot,,,,,,,,,,,,,
094153.89+113916.3,145.47458,11.65453,5191,0.017314,75.3054,17.12199,-17.2621406,-,,t490557271168778240_ssub.fits,SDSS J094153.90+113916.3,,SDSS,145.4746,11.65452,0.0171376001089811,1742,200,http://das.sdss.org/spectro/1d_26/1742/1d/spSpec-53053-1742-200.fit,490557271168778240.fit,490557271168778240,n,,,,,,,,,,,,,,,,,,,,,pilot,,,,,,,,,,,,,
100710.98+123904.8,151.79575,12.65136,2792,0.009313,43.1542,15.91362,-17.26149535,-,,t491401730886467584_ssub.fits,UGC 05454,5454,SDSS,151.79575,12.651358,0.0093047097325325,1745,302,http://das.sdss.org/spectro/1d_26/1745/1d/spSpec-53061-1745-302.fit,491401730886467584.fit,491401730886467584,n,151.7966667,12.6475,151.7958333,12.65111111,2790,064-066,100711.2+123851,100711.0+123904,126(  5),4.80(0.07),42.7,2.23,42.6,9.31,,,,,,,pilot,,,,,,,,,,,,,
152055.68+102930.0,230.23204,10.49167,3740,0.012475,59.564,16.621395,-17.25352427,-,,t484368261849284608_ssub.fits,SDSS J152055.69+102930.0,,SDSS,230.23204,10.491678,0.0124818999320269,1720,176,http://das.sdss.org/spectro/1d_26/1720/1d/spSpec-53854-1720-176.fit,484368261849284608.fit,484368261849284608,n,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,
140317.75+100340.3,210.82399,10.06121,3974,0.013257,62.9001,16.740759,-17.25249768,-,,t509419269197398016_ssub.fits,SDSS J140317.75+100340.3,249101,SDSS,210.82399,10.061209,0.01338279992342,1809,345,http://das.sdss.org/spectro/1d_26/1809/1d/spSpec-53792-1809-345.fit,509419269197398016.fit,509419269197398016,n,210.83125,10.05472222,210.82375,10.06111111,4009,,140319.5+100317,140317.7+100340,85(  9),0.59(0.05),6.4,2.21,59.5,8.69,,,,,,,,,,,,,,,,,,,,
112156.76+102955.3,170.48653,10.49872,4476,0.01493,68.2393,16.920805,-17.24936782,-,,t344189039429025792_ssub.fits,SDSS J112156.76+102955.3,213010,SDSS,170.48653,10.498704,0.0149467997252941,1222,603,http://das.sdss.org/spectro/1d_26/1222/1d/spSpec-52763-1222-603.fit,344189039429025792.fit,344189039429025792,n,170.4908333,10.49444444,170.4866667,10.49861111,4461,,112157.8+102940,112156.8+102955,91(  5),0.96(0.06),9.6,2.33,66.2,9,,,,,,,pilot,,,,,,,,,,,,,
140530.02+130239.8,211.37512,13.04439,5111,0.017048,78.759,17.234997,-17.24650397,-,,t479861758761107456_ssub.fits,SDSS J140530.03+130239.8,,SDSS,211.37512,13.044399,0.0170386005192995,1704,161,http://das.sdss.org/spectro/1d_26/1704/1d/spSpec-53178-1704-161.fit,479861758761107456.fit,479861758761107456,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160419.11+144535.9,241.07966,14.759983,4544.816386,0.01516,70.4708,16.994101,-17.24594501,-,,t710677210901512192_ssub.fits,,,SDSS,241.07966,14.759983,0.0151599999517202,2524,455,http://das.sdss.org/spectro/1d_26/2524/1d/spSpec-54568-2524-455.fit,710677210901512192.fit,710677210901512192,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115602.46+064040.5,179.01029,6.67794,2465,0.008222,39.6619,15.746149,-17.24571858,-,,t456781699418685440_ssub.fits,NGC 3976A,,SDSS,179.01028,6.677952,0.00850730016827583,1622,87,http://das.sdss.org/spectro/1d_26/1622/1d/spSpec-53385-1622-087.fit,456781699418685440.fit,456781699418685440,n,,,,,,,,,,,,,,,,,,,,,,B+,3100,,,,,,,,,,,
110713.68+062442.0,166.80702,6.41168,2552,0.008514,40.3861,15.797498,-17.23366158,-,,t282545493035188224_ssub.fits,CGCG 038-131,212032,SDSS,166.80713,6.4118097,0.00852231960743666,1003,5,http://das.sdss.org/spectro/1d_26/1003/1d/spSpec-52641-1003-005.fit,282545493035188224.fit,282545493035188224,n,166.80375,6.413888889,166.8070833,6.411666667,2553,038-031,110712.9+062450,110713.7+062442,108(  5),2.25(0.07),20.1,2.39,39,8.91,,,,,,,,,,,,,,,,,,,,
113739.22+085150.8,174.41345,8.86412,3781,0.012611,58.6547,16.611713,-17.22980109,-,,t344751995812315136_ssub.fits,SDSS J113739.22+085150.8,,SDSS,174.41343,8.8641257,0.0126157002523541,1224,88,http://das.sdss.org/spectro/1d_26/1224/1d/spSpec-52765-1224-088.fit,344751995812315136.fit,344751995812315136,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140448.85+114154.9,211.20356,11.698593,4671.327752,0.015582,72.7665,17.081842,-17.22781543,-,,t479582952339013632_ssub.fits,,,SDSS,211.20356,11.698593,0.0155819999054074,1703,490,http://das.sdss.org/spectro/1d_26/1703/1d/spSpec-53799-1703-490.fit,479582952339013632.fit,479582952339013632,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140721.32+124310.8,211.8388449,12.71966873,4664,0.015557557,72.6339,17.080124,-17.22557282,-,,,,248880,ALFALFA,,,,,,,,,,211.84,12.7225,211.83875,12.71972222,4664,,140721.6+124321,140721.3+124311,152(  6),1.11(0.07),8.8,2.29,68.9,9.09,,,,,,,,,,,,,,,,,,,,
083551.48+072745.9,128.9645039,7.46277352,4250,0.01417659,61.4755,16.722193,-17.22131735,-,,,,188999,ALFALFA,,,,,,,,,,128.95875,7.459444444,128.9645833,7.462777778,4250,,083550.1+072734,083551.5+072746,94(  4),0.96(0.06),9.2,2.37,63.5,8.96,,,,,,,,,,,,,,,,,,,,
080013.43+130918.2,120.056,13.155076,4897.309569,0.0163358,69.4223,16.98653,-17.22096499,-,,t637771352236883968_ssub.fits,,,SDSS,120.056,13.155076,0.0163358002901077,2265,456,http://das.sdss.org/spectro/1d_26/2265/1d/spSpec-53674-2265-456.fit,637771352236883968.fit,637771352236883968,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
084956.26+104308.6,132.48443,10.719072,4236.662306,0.0141321,61.6642,16.734543,-17.21562251,-,,t724748879710388224_ssub.fits,,,SDSS,132.48443,10.719072,0.0141321001574397,2574,154,http://das.sdss.org/spectro/1d_26/2574/1d/spSpec-54084-2574-154.fit,724748879710388224.fit,724748879710388224,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152343.44+105545.1,230.931,10.92922,4032,0.013449,63.6984,16.806513,-17.21412962,-,,t484368263409565696_ssub.fits,SDSS J152343.44+105545.2,,SDSS,230.93103,10.929213,0.0134709002450109,1720,548,http://das.sdss.org/spectro/1d_26/1720/1d/spSpec-53854-1720-548.fit,484368263409565696.fit,484368263409565696,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135623.41+100613.7,209.09757,10.103817,4956.188075,0.016532199,76.7789,17.212749,-17.21346043,-,,,,233565,SDSS,209.09757,10.103817,0.0165321994572878,1807,325,http://das.sdss.org/spectro/1d_26/1807/1d/spSpec-54175-1807-325.fit,508857964132564992.fit,508857964132564992,n,209.0991667,10.09861111,209.0975,10.10166667,4909,,135623.8+100555,135623.4+100606,74(  6),0.74(0.05),8.8,2.15,72.2,8.96,,,,,,,,,,,,,,,,,,,,
085834.17+135541.8,134.6424,13.928279,5046.934606,0.0168349,73.1662,17.108574,-17.2129785,-,,t685341275469119488_ssub.fits,,188790,SDSS,134.6424,13.928279,0.0168348997831345,2434,297,http://das.sdss.org/spectro/1d_26/2434/1d/spSpec-53826-2434-297.fit,685341275469119488.fit,685341275469119488,n,134.64125,13.92861111,134.6420833,13.92777778,5031,,085833.9+135543,085834.1+135540,185(  2),2.41(0.08),17.3,2.29,74.1,9.49,,,,,,,,,,,,,,,,,,,,
094751.56+085007.4,146.96487,8.83539,5261,0.017549,77.229,17.229481,-17.20942106,-,compHighz,t347566571725520896_ssub.fits,SDSS J094751.56+085007.3,,SDSS,146.96487,8.8353751,0.0176568999886513,1234,622,http://das.sdss.org/spectro/1d_26/1234/1d/spSpec-52724-1234-622.fit,347566571725520896.fit,347566571725520896,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
081451.61+061029.0,123.71505,6.17474,4248,0.01417,60.9093,16.714682,-17.20873604,-,,t364737447101202432_ssub.fits,2MASX J08145163+0610285,,SDSS,123.71505,6.1747458,0.0141855999827385,1295,587,http://das.sdss.org/spectro/1d_26/1295/1d/spSpec-52934-1295-587.fit,364737447101202432.fit,364737447101202432,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
093630.58+153255.5,144.12743,15.548767,4326.329445,0.0144312,63.9345,16.822741,-17.20593537,-,,t726719209521807360_ssub.fits,,190744,SDSS,144.12743,15.548767,0.0144311999902129,2581,316,http://das.sdss.org/spectro/1d_26/2581/1d/spSpec-54085-2581-316.fit,726719209521807360.fit,726719209521807360,n,144.13,15.54833333,144.1275,15.54861111,4330,FGC 913,093631.2+153254,093630.6+153255,190(  6),1.70(0.07),13.4,2.05,64.4,9.22,,,,,,,pilot,,,,,,,,,,,,,
083630.30+051001.1,129.12627,5.167,4134,0.013791,59.8972,16.682169,-17.204864,-,,t334337177615859712_ssub.fits,SDSS J083630.69+050957.5,181948,SDSS,129.12628,5.1670012,0.0138323996216059,1187,268,http://das.sdss.org/spectro/1d_26/1187/1d/spSpec-52708-1187-268.fit,334337177615859712.fit,334337177615859712,n,129.1279167,5.164722222,129.12625,5.166944444,4047,,083630.7+050953,083630.3+051001,121(  8),1.04(0.07),9,2.35,60.9,8.96,,,,,,,,B+,2400,,,,,,,,,,,
135716.55+155255.5,209.31898,15.882098,4972.286816,0.0165859,76.7474,17.223833,-17.20148536,-,,t772600433989386240_ssub.fits,,,SDSS,209.31898,15.882098,0.0165858995169401,2744,341,http://das.sdss.org/spectro/1d_26/2744/1d/spSpec-54272-2744-341.fit,772600433989386240.fit,772600433989386240,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145647.59+093032.0,224.19833,9.50889,3053,0.010184,49.6202,16.277966,-17.20032655,-,,t482962425784565760_ssub.fits,UGC 09614,9614,SDSS,224.19989,9.5091042,0.0101833995431662,1715,467,http://das.sdss.org/spectro/1d_26/1715/1d/spSpec-54212-1715-467.fit,482962425784565760.fit,482962425784565760,n,224.1975,9.508888889,224.1991667,9.508611111,3054,M+238027,145647.4+093032,145647.8+093031,134(  2),6.12(0.07),53.3,2.21,46.4,9.49,,,,,,,,,,,,,,,,,,,,
085829.84+061916.5,134.62435,6.32126,3551,0.011845,52.3601,16.402147,-17.192855,-,companion,,UGC 04703 NOTES01,,SDSS,134.62398,6.32133,0.011897100135684,1191,267,http://das.sdss.org/spectro/1d_26/1191/1d/spSpec-52674-1191-267.fit,335462931489619968.fit,335462931489619968,e,,,,,,,,,,,,,,,MDM2009 N6 340,,MDM2009 N6 340,,,,,,,,,,,,,,,,,
154323.96+142608.9,235.84987,14.43581,1932,0.006444,33.6131,15.441224,-17.191319,-,,,UGC 09991,9991,NED,,,,,,,,,,235.85,14.43694444,235.8495833,14.43555556,1935,107-029,154324.0+142613,154323.9+142608,210(  5),8.37(0.07),67.7,1.9,31.7,9.3,Lick2009apr N2 103,,,Lick2009apr N2 103,,,,,,,,,,,,,,,,
155244.66+082152.3,238.18612,8.36454,5016,0.016731,77.2504,17.248831,-17.19067268,-,,t486338609301946368_ssub.fits,SDSS J155244.66+082152.3,,SDSS,238.18612,8.3645434,0.0167331006377935,1727,448,http://das.sdss.org/spectro/1d_26/1727/1d/spSpec-53859-1727-448.fit,486338609301946368.fit,486338609301946368,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160641.00+063451.3,241.67084,6.58093,1767,0.005894,30.0511,15.20295,-17.18635187,-,,t486901553584668672_ssub.fits,CGCG 051-043,261313,SDSS,241.67084,6.5809312,0.00579569023102522,1729,120,http://das.sdss.org/spectro/1d_26/1729/1d/spSpec-53858-1729-120.fit,486901553584668672.fit,486901553584668672,n,241.67125,6.581388889,241.6708333,6.580833333,1755,051-043,160641.1+063453,160641.0+063451,48(  3),2.26(0.05),33.2,2.16,28.7,8.64,,,,,,,,,,,,,,,,,,,,
152725.89+111702.4,231.85791,11.284027,3900.447669,0.0130106,61.8206,16.78528,-17.17038608,-,,t775415046128795648_ssub.fits,,258130,SDSS,231.85791,11.284027,0.0130105996504426,2754,296,http://das.sdss.org/spectro/1d_26/2754/1d/spSpec-54240-2754-296.fit,775415046128795648.fit,775415046128795648,n,231.8591667,11.2825,231.8579167,11.28388889,3872,,152726.2+111657,152725.9+111702,135( 10),1.95(0.08),15.2,2.46,58.4,9.19,,,,,,,,,,,,,,,,,,,,
101536.68+062052.1,153.90285,6.34782,4403,0.014687,65.8953,16.930252,-17.1640202,-,,t280857043584155648_ssub.fits,FGC 1042,202067,SDSS,153.90284,6.3478194,0.0147129995748401,997,238,http://das.sdss.org/spectro/1d_26/0997/1d/spSpec-52734-0997-238.fit,280857043584155648.fit,280857043584155648,n,153.9,6.352222222,153.9029167,6.347777778,4320,FGC1042,101536.0+062108,101536.7+062052,202(  3),1.50(0.07),11.9,1.98,64.6,9.17,,,,,,,,,,,,,,,,,,,,
094748.16+105212.1,146.95067,10.87005,5123,0.017089,74.8047,17.208105,-17.16153943,-,,t367833937029890048_ssub.fits,SDSS J094748.16+105212.1,,SDSS,146.95066,10.870046,0.0170243997126818,1306,324,http://das.sdss.org/spectro/1d_26/1306/1d/spSpec-52996-1306-324.fit,367833937029890048.fit,367833937029890048,n,,,,,,,,,,,,,,,,,,,,,pilot,,,,,,,,,,,,,
140542.42+120426.6,211.42679,12.07408,4612,0.015384,71.9257,17.123491,-17.16092949,-,,t479861758626889728_ssub.fits,SDSS J140542.43+120426.7,242321,SDSS,211.42681,12.074095,0.0153296003118157,1704,129,http://das.sdss.org/spectro/1d_26/1704/1d/spSpec-53178-1704-129.fit,479861758626889728.fit,479861758626889728,n,211.4233333,12.06888889,211.4266667,12.07416667,4621,,140541.6+120408,140542.4+120427,134( 13),1.12(0.07),9.4,2.29,68.3,9.09,,,,,,,,,,,,,,,,,,,,
073804.77+155915.4,114.5198865,15.98763635,5088,0.01697188,71.5002,17.110622,-17.16091428,-,,,,174494,ALFALFA,,,,,,,,,,114.5133333,15.99333333,114.52,15.9875,5088,,073803.2+155936,073804.8+155915,164(  7),1.05(0.07),8.8,2.08,74.1,9.13,,,,,,,,,,,,,,,,,,,,
160458.84+082713.2,241.24517,8.45369,5211,0.017383,79.8001,17.349951,-17.16006618,-,,t486901554977177600_ssub.fits,FGC 1983,261974,SDSS,241.24518,8.4537018,0.0173819996416569,1729,452,http://das.sdss.org/spectro/1d_26/1729/1d/spSpec-53858-1729-452.fit,486901554977177600.fit,486901554977177600,n,241.24,8.449166667,241.2445833,8.453333333,5227,FGC3084,160457.6+082657,160458.7+082712,171( 18),1.55(0.08),10.2,2.59,77.6,9.34,,,,,,,,,,,,,,,,,,,,
140817.41+122805.1,212.07258,12.46811,4231,0.014114,66.2974,16.956459,-17.15102348,-,,t479861758270373888_ssub.fits,SDSS J140817.42+122805.2,242328,SDSS,212.07258,12.468108,0.013998500071466,1704,44,http://das.sdss.org/spectro/1d_26/1704/1d/spSpec-53178-1704-044.fit,479861758270373888.fit,479861758270373888,n,212.0766667,12.46972222,212.0725,12.46805556,4180,,140818.4+122811,140817.4+122805,176( 17),0.93(0.08),6.9,2.26,62.1,8.93,,,,,,,,,,,,,,,,,,,,
094620.48+054113.8,146.58537,5.68717,2982,0.009947,47.9202,16.256786,-17.14580711,-,,t279731039868289024_ssub.fits,SDSS J094620.49+054113.8,,SDSS,146.58517,5.6918341,0.0105774998664856,993,64,http://das.sdss.org/spectro/1d_26/0993/1d/spSpec-52710-0993-064.fit,279731039868289024.fit,279731039868289024,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
084014.58+053806.8,130.06078,5.63523,1939,0.006468,29.4402,15.2,-17.14470378,-,,,UGC 04524,4524,SDSS,130.05925,5.6337599,0.00655910978093743,1188,321,http://das.sdss.org/spectro/1d_26/1188/1d/spSpec-52650-1188-321.fit,334618403706765312.fit,334618403706765312,n,130.0604167,5.633333333,130.0604167,5.635,1940,032-050,084014.5+053800,084014.5+053806,158(  2),6.86(0.08),51.6,2.36,30.3,9.17,,,,,,,,,,,,,,,,,,,,
083437.19+042816.2,128.65497,4.47118,3976,0.013262,57.5082,16.657583,-17.14106587,-,,t334055435868831744_ssub.fits,SDSS J083437.19+042816.2,182036,SDSS,128.65498,4.4711717,0.0132379997521639,1186,153,http://das.sdss.org/spectro/1d_26/1186/1d/spSpec-52646-1186-153.fit,334055435868831744.fit,334055435868831744,n,128.6575,4.467222222,128.655,4.471111111,3999,,083437.8+042802,083437.2+042816,189( 16),1.62(0.09),10.5,2.5,60.2,9.14,,,,,,,,,,,,,,,,,,,,
091529.34+114625.5,138.87227,11.773761,5103.265122,0.0170228,74.0622,17.208059,-17.13992404,-,,t725593313805074432_ssub.fits,,198351,SDSS,138.87227,11.773761,0.0170227997004986,2577,291,http://das.sdss.org/spectro/1d_26/2577/1d/spSpec-54086-2577-291.fit,725593313805074432.fit,725593313805074432,n,138.86875,11.77277778,138.8720833,11.77388889,5155,,091528.5+114622,091529.3+114626,237( 80),0.90(0.07),7.1,1.85,76,9.09,,,,,,,,,,,,,,,,,,,,
094419.38+095904.6,146.08078,9.98462,3087,0.010298,46.7639,16.209814,-17.13973962,-,,t367551436013174784_ssub.fits,2MASX J09441941+0959053,,SDSS,146.08095,9.9847886,0.0102725001052022,1305,433,http://das.sdss.org/spectro/1d_26/1305/1d/spSpec-52757-1305-433.fit,367551436013174784.fit,367551436013174784,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140524.41+073638.1,211.35171,7.61061,5119,0.017074,79.6233,17.375229,-17.12997187,-,,t513640101209702400_ssub.fits,SDSS J140524.41+073638.2,,SDSS,211.35168,7.610601,0.0171984005719423,1824,380,http://das.sdss.org/spectro/1d_26/1824/1d/spSpec-53491-1824-380.fit,513640101209702400.fit,513640101209702400,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135631.37+082111.8,209.13073,8.353305,4000.997233,0.013346,63.256,16.876286,-17.12922263,-,,t508857963964792832_ssub.fits,,,SDSS,209.13073,8.353305,0.0133459996432066,1807,285,http://das.sdss.org/spectro/1d_26/1807/1d/spSpec-54175-1807-285.fit,508857963964792832.fit,508857963964792832,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
082225.92+040947.6,125.60803,4.16325,4489,0.014974,64.1421,16.90752,-17.12819587,-,,t333773944723079168_ssub.fits,2MASX J08222592+0409474,,SDSS,125.60803,4.1632528,0.0149140004068613,1185,394,http://das.sdss.org/spectro/1d_26/1185/1d/spSpec-52642-1185-394.fit,333773944723079168.fit,333773944723079168,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131526.49+113508.1,198.86039,11.58559,4078,0.013603,64.0949,16.908085,-17.126032,-,,,SDSS J131526.49+113508.1,233794,NED,,,,,,,,,,198.8604167,11.58,198.8608333,11.58555556,4078,,131526.5+113448,131526.6+113508,71( 13),0.74(0.07),9.1,2.13,60.4,8.8,Lick2009apr N1 44+45; 4M2010 N1 50+51,4M2010 N1 50+51,,Lick2009apr N1 44+45,,,pilot,,,,,,,,,,,,,
160440.77+110227.5,241.1699,11.040988,5071.187697,0.0169158,77.8038,17.331312,-17.12369204,-,,t710395753842868224_ssub.fits,,,SDSS,241.1699,11.040988,0.016915800049901,2523,631,http://das.sdss.org/spectro/1d_26/2523/1d/spSpec-54572-2523-631.fit,710395753842868224.fit,710395753842868224,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133812.60+155147.4,204.5525,15.86319,4518,0.01507,71.249,17.145115,-17.11877887,-,,t734037983560204288_ssub.fits,AGC 233654,233654,SDSS,204.55251,15.863216,0.0152714001014829,2607,183,http://das.sdss.org/spectro/1d_26/2607/1d/spSpec-54184-2607-183.fit,734037983560204288.fit,734037983560204288,n,204.5508333,15.86583333,204.5525,15.86333333,4518,,133812.2+155157,133812.6+155148,212( 18),1.74(0.09),10.3,2.23,66.9,9.26,,,,,,,pilot,,,,,,,,,,,,,
112244.51+132043.1,170.68547,13.34531,4200,0.01401,63.488,16.899994,-17.11346423,-,,t493654913000144896_ssub.fits,IC 2779,,SDSS,170.68538,13.345386,0.0138614000752568,1753,140,http://das.sdss.org/spectro/1d_26/1753/1d/spSpec-53383-1753-140.fit,493654913000144896.fit,493654913000144896,n,,,,,,,,,,,,,,,,,,,,,pilot,,,,,,,,,,,,,
